statename,districtname,crop,cropyear,season,area,production,statenorm,districtnorm,yieldcalc,lat,lon,Rainfall_sum_x,Tavg_mean_x,Tmax_mean_x,Tmin_mean_x,ET0_sum_x,GDD_sum_x,Rainfall_sum_y,Tavg_mean_y,Tmax_mean_y,Tmin_mean_y,ET0_sum_y,GDD_sum_y
Tamil Nadu,TIRUPPUR,Moong(Green Gram),2010,Kharif,4104.0,2538.0,tamil nadu,tiruppur,0.618421052631579,10.7915267,77.5325466,,,,,,,0.0,27.19808219178082,33.258493150684934,22.48386301369863,528.0379331051172,6522.979999999999
Tamil Nadu,TIRUPPUR,Rice,2010,Kharif,11797.0,46945.0,tamil nadu,tiruppur,3.97940154276511,10.7915267,77.5325466,,,,,,,0.0,27.19808219178082,33.258493150684934,22.48386301369863,528.0379331051172,6522.979999999999
Tamil Nadu,TIRUPPUR,Sunflower,2010,Kharif,168.0,337.0,tamil nadu,tiruppur,2.005952380952381,10.7915267,77.5325466,,,,,,,0.0,27.19808219178082,33.258493150684934,22.48386301369863,528.0379331051172,6522.979999999999
Tamil Nadu,TIRUPPUR,Urad,2010,Kharif,2626.0,1174.0,tamil nadu,tiruppur,0.44706778370144706,10.7915267,77.5325466,,,,,,,0.0,27.19808219178082,33.258493150684934,22.48386301369863,528.0379331051172,6522.979999999999
Tamil Nadu,TIRUPPUR,Gram,2010,Rabi,3773.0,2894.0,tamil nadu,tiruppur,0.7670288894778691,10.7915267,77.5325466,,,,,,,0.0,27.19808219178082,33.258493150684934,22.48386301369863,528.0379331051172,6522.979999999999
Tamil Nadu,TIRUPPUR,Sugarcane,2010,Whole Year,6878.0,841168.0,tamil nadu,tiruppur,122.29834254143647,10.7915267,77.5325466,,,,,,,0.0,27.19808219178082,33.258493150684934,22.48386301369863,528.0379331051172,6522.979999999999
Tamil Nadu,TIRUVANNAMALAI,Arhar/Tur,2010,Kharif,1335.0,268.0,tamil nadu,tiruvannamalai,0.20074906367041198,12.4289282,78.99915,,,,,,,0.0,25.980630136986303,31.977315068493148,21.292986301369865,462.99297750740686,6071.829999999993
Tamil Nadu,TIRUVANNAMALAI,Castor seed,2010,Kharif,6.0,14.0,tamil nadu,tiruvannamalai,2.3333333333333335,12.4289282,78.99915,,,,,,,0.0,25.980630136986303,31.977315068493148,21.292986301369865,462.99297750740686,6071.829999999993
Tamil Nadu,TIRUVANNAMALAI,Cotton(lint),2010,Kharif,1191.0,2544.0,tamil nadu,tiruvannamalai,2.136020151133501,12.4289282,78.99915,,,,,,,0.0,25.980630136986303,31.977315068493148,21.292986301369865,462.99297750740686,6071.829999999993
Tamil Nadu,TIRUVANNAMALAI,Groundnut,2010,Kharif,62296.0,115184.0,tamil nadu,tiruvannamalai,1.8489790676768973,12.4289282,78.99915,,,,,,,0.0,25.980630136986303,31.977315068493148,21.292986301369865,462.99297750740686,6071.829999999993
Tamil Nadu,TIRUVANNAMALAI,Horse-gram,2010,Kharif,2233.0,1270.0,tamil nadu,tiruvannamalai,0.5687416032243618,12.4289282,78.99915,,,,,,,0.0,25.980630136986303,31.977315068493148,21.292986301369865,462.99297750740686,6071.829999999993
Tamil Nadu,TIRUVANNAMALAI,Maize,2010,Kharif,225.0,842.0,tamil nadu,tiruvannamalai,3.7422222222222223,12.4289282,78.99915,,,,,,,0.0,25.980630136986303,31.977315068493148,21.292986301369865,462.99297750740686,6071.829999999993
Tamil Nadu,TIRUVANNAMALAI,Moong(Green Gram),2010,Kharif,545.0,283.0,tamil nadu,tiruvannamalai,0.5192660550458715,12.4289282,78.99915,,,,,,,0.0,25.980630136986303,31.977315068493148,21.292986301369865,462.99297750740686,6071.829999999993
Tamil Nadu,TIRUVANNAMALAI,Ragi,2010,Kharif,1229.0,3409.0,tamil nadu,tiruvannamalai,2.77379983726607,12.4289282,78.99915,,,,,,,0.0,25.980630136986303,31.977315068493148,21.292986301369865,462.99297750740686,6071.829999999993
Tamil Nadu,TIRUVANNAMALAI,Rice,2010,Kharif,125490.0,357692.0,tamil nadu,tiruvannamalai,2.8503625786915294,12.4289282,78.99915,,,,,,,0.0,25.980630136986303,31.977315068493148,21.292986301369865,462.99297750740686,6071.829999999993
Tamil Nadu,TIRUVANNAMALAI,Sunflower,2010,Kharif,321.0,614.0,tamil nadu,tiruvannamalai,1.912772585669782,12.4289282,78.99915,,,,,,,0.0,25.980630136986303,31.977315068493148,21.292986301369865,462.99297750740686,6071.829999999993
Tamil Nadu,TIRUVANNAMALAI,Urad,2010,Kharif,4758.0,3184.0,tamil nadu,tiruvannamalai,0.6691887347625053,12.4289282,78.99915,,,,,,,0.0,25.980630136986303,31.977315068493148,21.292986301369865,462.99297750740686,6071.829999999993
Tamil Nadu,TIRUVANNAMALAI,Gram,2010,Rabi,3.0,1.0,tamil nadu,tiruvannamalai,0.3333333333333333,12.4289282,78.99915,,,,,,,0.0,25.980630136986303,31.977315068493148,21.292986301369865,462.99297750740686,6071.829999999993
Tamil Nadu,TIRUVANNAMALAI,Sugarcane,2010,Whole Year,31435.0,2949680.0,tamil nadu,tiruvannamalai,93.8342611738508,12.4289282,78.99915,,,,,,,0.0,25.980630136986303,31.977315068493148,21.292986301369865,462.99297750740686,6071.829999999993
Tamil Nadu,TUTICORIN,Arhar/Tur,2010,Kharif,35.0,23.0,tamil nadu,tuticorin,0.6571428571428571,8.8052602,78.1452745,,,,,,,0.0,28.19857534246575,33.10964383561644,24.537698630136987,531.7380387181713,6870.6399999999985
Tamil Nadu,TUTICORIN,Castor seed,2010,Kharif,75.0,48.0,tamil nadu,tuticorin,0.64,8.8052602,78.1452745,,,,,,,0.0,28.19857534246575,33.10964383561644,24.537698630136987,531.7380387181713,6870.6399999999985
Tamil Nadu,TUTICORIN,Cotton(lint),2010,Kharif,3230.0,10847.0,tamil nadu,tuticorin,3.358204334365325,8.8052602,78.1452745,,,,,,,0.0,28.19857534246575,33.10964383561644,24.537698630136987,531.7380387181713,6870.6399999999985
Tamil Nadu,TUTICORIN,Groundnut,2010,Kharif,517.0,1151.0,tamil nadu,tuticorin,2.2263056092843327,8.8052602,78.1452745,,,,,,,0.0,28.19857534246575,33.10964383561644,24.537698630136987,531.7380387181713,6870.6399999999985
Tamil Nadu,TUTICORIN,Horse-gram,2010,Kharif,1.0,,tamil nadu,tuticorin,,8.8052602,78.1452745,,,,,,,0.0,28.19857534246575,33.10964383561644,24.537698630136987,531.7380387181713,6870.6399999999985
Tamil Nadu,TUTICORIN,Maize,2010,Kharif,17495.0,61816.0,tamil nadu,tuticorin,3.533352386396113,8.8052602,78.1452745,,,,,,,0.0,28.19857534246575,33.10964383561644,24.537698630136987,531.7380387181713,6870.6399999999985
Tamil Nadu,TUTICORIN,Moong(Green Gram),2010,Kharif,35410.0,6269.0,tamil nadu,tuticorin,0.17704038407229597,8.8052602,78.1452745,,,,,,,0.0,28.19857534246575,33.10964383561644,24.537698630136987,531.7380387181713,6870.6399999999985
Tamil Nadu,TUTICORIN,Ragi,2010,Kharif,109.0,39.0,tamil nadu,tuticorin,0.3577981651376147,8.8052602,78.1452745,,,,,,,0.0,28.19857534246575,33.10964383561644,24.537698630136987,531.7380387181713,6870.6399999999985
Tamil Nadu,TUTICORIN,Rice,2010,Kharif,20007.0,89442.0,tamil nadu,tuticorin,4.470535312640576,8.8052602,78.1452745,,,,,,,0.0,28.19857534246575,33.10964383561644,24.537698630136987,531.7380387181713,6870.6399999999985
Tamil Nadu,TUTICORIN,Sunflower,2010,Kharif,1254.0,614.0,tamil nadu,tuticorin,0.48963317384370014,8.8052602,78.1452745,,,,,,,0.0,28.19857534246575,33.10964383561644,24.537698630136987,531.7380387181713,6870.6399999999985
Tamil Nadu,TUTICORIN,Urad,2010,Kharif,37923.0,6540.0,tamil nadu,tuticorin,0.17245471086148248,8.8052602,78.1452745,,,,,,,0.0,28.19857534246575,33.10964383561644,24.537698630136987,531.7380387181713,6870.6399999999985
Tamil Nadu,TUTICORIN,Gram,2010,Rabi,27.0,13.0,tamil nadu,tuticorin,0.48148148148148145,8.8052602,78.1452745,,,,,,,0.0,28.19857534246575,33.10964383561644,24.537698630136987,531.7380387181713,6870.6399999999985
Tamil Nadu,TUTICORIN,Sugarcane,2010,Whole Year,562.0,60924.0,tamil nadu,tuticorin,108.40569395017793,8.8052602,78.1452745,,,,,,,0.0,28.19857534246575,33.10964383561644,24.537698630136987,531.7380387181713,6870.6399999999985
Tamil Nadu,VELLORE,Arhar/Tur,2010,Kharif,9975.0,4335.0,tamil nadu,vellore,0.4345864661654135,12.9021849,79.061104,,,,,,,0.0,25.409205479452055,31.44668493150685,20.67967123287671,433.987898545401,5863.060000000004
Tamil Nadu,VELLORE,Castor seed,2010,Kharif,150.0,61.0,tamil nadu,vellore,0.4066666666666667,12.9021849,79.061104,,,,,,,0.0,25.409205479452055,31.44668493150685,20.67967123287671,433.987898545401,5863.060000000004
Tamil Nadu,VELLORE,Cotton(lint),2010,Kharif,5713.0,13102.0,tamil nadu,vellore,2.293366007351654,12.9021849,79.061104,,,,,,,0.0,25.409205479452055,31.44668493150685,20.67967123287671,433.987898545401,5863.060000000004
Tamil Nadu,VELLORE,Groundnut,2010,Kharif,43182.0,97821.0,tamil nadu,vellore,2.2653188828678616,12.9021849,79.061104,,,,,,,0.0,25.409205479452055,31.44668493150685,20.67967123287671,433.987898545401,5863.060000000004
Tamil Nadu,VELLORE,Horse-gram,2010,Kharif,4080.0,1191.0,tamil nadu,vellore,0.29191176470588237,12.9021849,79.061104,,,,,,,0.0,25.409205479452055,31.44668493150685,20.67967123287671,433.987898545401,5863.060000000004
Tamil Nadu,VELLORE,Maize,2010,Kharif,336.0,1593.0,tamil nadu,vellore,4.741071428571429,12.9021849,79.061104,,,,,,,0.0,25.409205479452055,31.44668493150685,20.67967123287671,433.987898545401,5863.060000000004
Tamil Nadu,VELLORE,Moong(Green Gram),2010,Kharif,712.0,451.0,tamil nadu,vellore,0.6334269662921348,12.9021849,79.061104,,,,,,,0.0,25.409205479452055,31.44668493150685,20.67967123287671,433.987898545401,5863.060000000004
Tamil Nadu,VELLORE,Ragi,2010,Kharif,4595.0,14543.0,tamil nadu,vellore,3.164961915125136,12.9021849,79.061104,,,,,,,0.0,25.409205479452055,31.44668493150685,20.67967123287671,433.987898545401,5863.060000000004
Tamil Nadu,VELLORE,Rice,2010,Kharif,43222.0,152825.0,tamil nadu,vellore,3.5358150941650086,12.9021849,79.061104,,,,,,,0.0,25.409205479452055,31.44668493150685,20.67967123287671,433.987898545401,5863.060000000004
Tamil Nadu,VELLORE,Sunflower,2010,Kharif,15.0,18.0,tamil nadu,vellore,1.2,12.9021849,79.061104,,,,,,,0.0,25.409205479452055,31.44668493150685,20.67967123287671,433.987898545401,5863.060000000004
Tamil Nadu,VELLORE,Urad,2010,Kharif,1527.0,697.0,tamil nadu,vellore,0.4564505566470203,12.9021849,79.061104,,,,,,,0.0,25.409205479452055,31.44668493150685,20.67967123287671,433.987898545401,5863.060000000004
Tamil Nadu,VELLORE,Gram,2010,Rabi,410.0,163.0,tamil nadu,vellore,0.3975609756097561,12.9021849,79.061104,,,,,,,0.0,25.409205479452055,31.44668493150685,20.67967123287671,433.987898545401,5863.060000000004
Tamil Nadu,VELLORE,Sugarcane,2010,Whole Year,14034.0,1267726.0,tamil nadu,vellore,90.3324782670657,12.9021849,79.061104,,,,,,,0.0,25.409205479452055,31.44668493150685,20.67967123287671,433.987898545401,5863.060000000004
Tamil Nadu,VILLUPURAM,Arhar/Tur,2010,Kharif,117.0,77.0,tamil nadu,villupuram,0.6581196581196581,11.9398285,79.4945645,,,,,,,0.0,27.651397260273974,32.96104109589041,23.546986301369856,511.3265730892818,6662.714999999999
Tamil Nadu,VILLUPURAM,Castor seed,2010,Kharif,19.0,22.0,tamil nadu,villupuram,1.1578947368421053,11.9398285,79.4945645,,,,,,,0.0,27.651397260273974,32.96104109589041,23.546986301369856,511.3265730892818,6662.714999999999
Tamil Nadu,VILLUPURAM,Cotton(lint),2010,Kharif,5489.0,13300.0,tamil nadu,villupuram,2.4230278739296773,11.9398285,79.4945645,,,,,,,0.0,27.651397260273974,32.96104109589041,23.546986301369856,511.3265730892818,6662.714999999999
Tamil Nadu,VILLUPURAM,Groundnut,2010,Kharif,39556.0,94634.0,tamil nadu,villupuram,2.3924057033067045,11.9398285,79.4945645,,,,,,,0.0,27.651397260273974,32.96104109589041,23.546986301369856,511.3265730892818,6662.714999999999
Tamil Nadu,VILLUPURAM,Horse-gram,2010,Kharif,266.0,126.0,tamil nadu,villupuram,0.47368421052631576,11.9398285,79.4945645,,,,,,,0.0,27.651397260273974,32.96104109589041,23.546986301369856,511.3265730892818,6662.714999999999
Tamil Nadu,VILLUPURAM,Maize,2010,Kharif,3015.0,14227.0,tamil nadu,villupuram,4.7187396351575455,11.9398285,79.4945645,,,,,,,0.0,27.651397260273974,32.96104109589041,23.546986301369856,511.3265730892818,6662.714999999999
Tamil Nadu,VILLUPURAM,Moong(Green Gram),2010,Kharif,147.0,61.0,tamil nadu,villupuram,0.41496598639455784,11.9398285,79.4945645,,,,,,,0.0,27.651397260273974,32.96104109589041,23.546986301369856,511.3265730892818,6662.714999999999
Tamil Nadu,VILLUPURAM,Ragi,2010,Kharif,588.0,1259.0,tamil nadu,villupuram,2.141156462585034,11.9398285,79.4945645,,,,,,,0.0,27.651397260273974,32.96104109589041,23.546986301369856,511.3265730892818,6662.714999999999
Tamil Nadu,VILLUPURAM,Rice,2010,Kharif,149929.0,512013.0,tamil nadu,villupuram,3.415036450586611,11.9398285,79.4945645,,,,,,,0.0,27.651397260273974,32.96104109589041,23.546986301369856,511.3265730892818,6662.714999999999
Tamil Nadu,VILLUPURAM,Sunflower,2010,Kharif,123.0,213.0,tamil nadu,villupuram,1.7317073170731707,11.9398285,79.4945645,,,,,,,0.0,27.651397260273974,32.96104109589041,23.546986301369856,511.3265730892818,6662.714999999999
Tamil Nadu,VILLUPURAM,Urad,2010,Kharif,20144.0,16791.0,tamil nadu,villupuram,0.8335484511517077,11.9398285,79.4945645,,,,,,,0.0,27.651397260273974,32.96104109589041,23.546986301369856,511.3265730892818,6662.714999999999
Tamil Nadu,VILLUPURAM,Gram,2010,Rabi,37.0,8.0,tamil nadu,villupuram,0.21621621621621623,11.9398285,79.4945645,,,,,,,0.0,27.651397260273974,32.96104109589041,23.546986301369856,511.3265730892818,6662.714999999999
Tamil Nadu,VILLUPURAM,Sugarcane,2010,Whole Year,64348.0,7236792.0,tamil nadu,villupuram,112.46335550444458,11.9398285,79.4945645,,,,,,,0.0,27.651397260273974,32.96104109589041,23.546986301369856,511.3265730892818,6662.714999999999
Tamil Nadu,VIRUDHUNAGAR,Arhar/Tur,2010,Kharif,371.0,246.0,tamil nadu,virudhunagar,0.6630727762803235,9.4926289,77.8631831,,,,,,,0.0,25.125287671232876,30.67616438356164,20.988958904109587,384.5611581813847,5778.885000000004
Tamil Nadu,VIRUDHUNAGAR,Castor seed,2010,Kharif,20.0,5.0,tamil nadu,virudhunagar,0.25,9.4926289,77.8631831,,,,,,,0.0,25.125287671232876,30.67616438356164,20.988958904109587,384.5611581813847,5778.885000000004
Tamil Nadu,VIRUDHUNAGAR,Cotton(lint),2010,Kharif,7904.0,14022.0,tamil nadu,virudhunagar,1.7740384615384615,9.4926289,77.8631831,,,,,,,0.0,25.125287671232876,30.67616438356164,20.988958904109587,384.5611581813847,5778.885000000004
Tamil Nadu,VIRUDHUNAGAR,Groundnut,2010,Kharif,5837.0,6398.0,tamil nadu,virudhunagar,1.0961110159328422,9.4926289,77.8631831,,,,,,,0.0,25.125287671232876,30.67616438356164,20.988958904109587,384.5611581813847,5778.885000000004
Tamil Nadu,VIRUDHUNAGAR,Horse-gram,2010,Kharif,28.0,12.0,tamil nadu,virudhunagar,0.42857142857142855,9.4926289,77.8631831,,,,,,,0.0,25.125287671232876,30.67616438356164,20.988958904109587,384.5611581813847,5778.885000000004
Tamil Nadu,VIRUDHUNAGAR,Maize,2010,Kharif,10775.0,55456.0,tamil nadu,virudhunagar,5.146728538283063,9.4926289,77.8631831,,,,,,,0.0,25.125287671232876,30.67616438356164,20.988958904109587,384.5611581813847,5778.885000000004
Tamil Nadu,VIRUDHUNAGAR,Moong(Green Gram),2010,Kharif,11533.0,2368.0,tamil nadu,virudhunagar,0.20532385329055752,9.4926289,77.8631831,,,,,,,0.0,25.125287671232876,30.67616438356164,20.988958904109587,384.5611581813847,5778.885000000004
Tamil Nadu,VIRUDHUNAGAR,Ragi,2010,Kharif,128.0,358.0,tamil nadu,virudhunagar,2.796875,9.4926289,77.8631831,,,,,,,0.0,25.125287671232876,30.67616438356164,20.988958904109587,384.5611581813847,5778.885000000004
Tamil Nadu,VIRUDHUNAGAR,Rice,2010,Kharif,30568.0,94515.0,tamil nadu,virudhunagar,3.09195891127977,9.4926289,77.8631831,,,,,,,0.0,25.125287671232876,30.67616438356164,20.988958904109587,384.5611581813847,5778.885000000004
Tamil Nadu,VIRUDHUNAGAR,Sunflower,2010,Kharif,680.0,250.0,tamil nadu,virudhunagar,0.36764705882352944,9.4926289,77.8631831,,,,,,,0.0,25.125287671232876,30.67616438356164,20.988958904109587,384.5611581813847,5778.885000000004
Tamil Nadu,VIRUDHUNAGAR,Urad,2010,Kharif,5156.0,1079.0,tamil nadu,virudhunagar,0.20927075252133437,9.4926289,77.8631831,,,,,,,0.0,25.125287671232876,30.67616438356164,20.988958904109587,384.5611581813847,5778.885000000004
Tamil Nadu,VIRUDHUNAGAR,Gram,2010,Rabi,93.0,46.0,tamil nadu,virudhunagar,0.4946236559139785,9.4926289,77.8631831,,,,,,,0.0,25.125287671232876,30.67616438356164,20.988958904109587,384.5611581813847,5778.885000000004
Tamil Nadu,VIRUDHUNAGAR,Sugarcane,2010,Whole Year,3314.0,287655.0,tamil nadu,virudhunagar,86.79993964996983,9.4926289,77.8631831,,,,,,,0.0,25.125287671232876,30.67616438356164,20.988958904109587,384.5611581813847,5778.885000000004
Telangana,ADILABAD,Arhar/Tur,2010,Kharif,47884.0,26193.0,telangana,adilabad,0.5470094394787403,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Castor seed,2010,Kharif,188.0,92.0,telangana,adilabad,0.48936170212765956,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Cotton(lint),2010,Kharif,324981.0,659520.0,telangana,adilabad,2.029410950178626,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Dry chillies,2010,Kharif,3345.0,3920.0,telangana,adilabad,1.171898355754858,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Groundnut,2010,Kharif,4.0,4.0,telangana,adilabad,1.0,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Jowar,2010,Kharif,26185.0,27651.0,telangana,adilabad,1.0559862516708038,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Maize,2010,Kharif,13638.0,57375.0,telangana,adilabad,4.20699516058073,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Moong(Green Gram),2010,Kharif,10628.0,4294.0,telangana,adilabad,0.4040270982310877,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Other Kharif pulses,2010,Kharif,133.0,50.0,telangana,adilabad,0.37593984962406013,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Rice,2010,Kharif,62903.0,175263.0,telangana,adilabad,2.786242309587778,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Sesamum,2010,Kharif,868.0,156.0,telangana,adilabad,0.17972350230414746,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Soyabean,2010,Kharif,61932.0,84847.0,telangana,adilabad,1.370002583478654,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Urad,2010,Kharif,10993.0,5233.0,telangana,adilabad,0.47603020103702354,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Arhar/Tur,2010,Rabi,1648.0,901.0,telangana,adilabad,0.5467233009708737,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Bajra,2010,Rabi,1555.0,1127.0,telangana,adilabad,0.7247588424437299,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Dry chillies,2010,Rabi,480.0,1435.0,telangana,adilabad,2.9895833333333335,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Gram,2010,Rabi,11647.0,15549.0,telangana,adilabad,1.3350218940499698,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Groundnut,2010,Rabi,1924.0,3719.0,telangana,adilabad,1.932952182952183,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Horse-gram,2010,Rabi,317.0,128.0,telangana,adilabad,0.4037854889589905,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Jowar,2010,Rabi,14536.0,9100.0,telangana,adilabad,0.6260319207484866,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Linseed,2010,Rabi,133.0,17.0,telangana,adilabad,0.12781954887218044,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Maize,2010,Rabi,6725.0,22462.0,telangana,adilabad,3.340074349442379,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Moong(Green Gram),2010,Rabi,2428.0,1255.0,telangana,adilabad,0.5168863261943987,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Onion,2010,Rabi,418.0,8016.0,telangana,adilabad,19.177033492822968,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Other  Rabi pulses,2010,Rabi,63.0,24.0,telangana,adilabad,0.38095238095238093,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Rice,2010,Rabi,27644.0,79891.0,telangana,adilabad,2.889994212125597,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Safflower,2010,Rabi,112.0,76.0,telangana,adilabad,0.6785714285714286,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Sesamum,2010,Rabi,3286.0,979.0,telangana,adilabad,0.297930614729154,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Urad,2010,Rabi,779.0,576.0,telangana,adilabad,0.7394094993581515,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Wheat,2010,Rabi,4046.0,5199.0,telangana,adilabad,1.2849728126544735,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Banana,2010,Whole Year,6.0,196.0,telangana,adilabad,32.666666666666664,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Cashewnut,2010,Whole Year,29.0,10.0,telangana,adilabad,0.3448275862068966,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Coriander,2010,Whole Year,300.0,203.0,telangana,adilabad,0.6766666666666666,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Garlic,2010,Whole Year,25.0,53.0,telangana,adilabad,2.12,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Sugarcane,2010,Whole Year,8.0,672.0,telangana,adilabad,84.0,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Sunflower,2010,Whole Year,1617.0,1316.0,telangana,adilabad,0.8138528138528138,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Tobacco,2010,Whole Year,2.0,7.0,telangana,adilabad,3.5,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,ADILABAD,Turmeric,2010,Whole Year,6245.0,43259.0,telangana,adilabad,6.926981585268215,19.6759452,78.5339895,,,,,,,0.0,27.34972602739726,33.360821917808224,21.922465753424657,577.6026053644758,6439.200000000002
Telangana,KARIMNAGAR,Arhar/Tur,2010,Kharif,9384.0,3388.0,telangana,karimnagar,0.3610400682011935,18.4348122,79.1328042,,,,,,,0.0,27.89654794520548,33.779890410958906,22.609424657534245,595.6371149279332,6641.0499999999965
Telangana,KARIMNAGAR,Castor seed,2010,Kharif,110.0,54.0,telangana,karimnagar,0.4909090909090909,18.4348122,79.1328042,,,,,,,0.0,27.89654794520548,33.779890410958906,22.609424657534245,595.6371149279332,6641.0499999999965
Telangana,KARIMNAGAR,Cotton(lint),2010,Kharif,235396.0,502640.0,telangana,karimnagar,2.1352954170844023,18.4348122,79.1328042,,,,,,,0.0,27.89654794520548,33.779890410958906,22.609424657534245,595.6371149279332,6641.0499999999965
Telangana,KARIMNAGAR,Dry chillies,2010,Kharif,3772.0,5798.0,telangana,karimnagar,1.5371155885471899,18.4348122,79.1328042,,,,,,,0.0,27.89654794520548,33.779890410958906,22.609424657534245,595.6371149279332,6641.0499999999965
