statename,districtname,crop,cropyear,season,statenorm,districtnorm
Uttar Pradesh,SIDDHARTH NAGAR,Wheat,2010,Rabi,uttar pradesh,siddharth nagar
Uttar Pradesh,SIDDHARTH NAGAR,Maize,2010,Summer,uttar pradesh,siddharth nagar
Uttar Pradesh,SITAPUR,Arhar/Tur,2010,Kharif,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Bajra,2010,Kharif,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Dry chillies,2010,Kharif,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Groundnut,2010,Kharif,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Guar seed,2010,Kharif,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Jowar,2010,Kharif,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Maize,2010,Kharif,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Moong(Green Gram),2010,Kharif,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Rice,2010,Kharif,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Sannhamp,2010,Kharif,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Sesamum,2010,Kharif,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Small millets,2010,Kharif,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Sugarcane,2010,Kharif,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Sweet potato,2010,Kharif,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Urad,2010,Kharif,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Barley,2010,Rabi,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Gram,2010,Rabi,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Maize,2010,Rabi,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Masoor,2010,Rabi,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Onion,2010,Rabi,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Peas & beans (Pulses),2010,Rabi,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Potato,2010,Rabi,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Rapeseed &Mustard,2010,Rabi,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Tobacco,2010,Rabi,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Turmeric,2010,Rabi,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Wheat,2010,Rabi,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Maize,2010,Summer,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Moong(Green Gram),2010,Summer,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Rice,2010,Summer,uttar pradesh,sitapur
Uttar Pradesh,SITAPUR,Urad,2010,Summer,uttar pradesh,sitapur
Uttar Pradesh,SONBHADRA,Arhar/Tur,2010,Kharif,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Bajra,2010,Kharif,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Dry chillies,2010,Kharif,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Groundnut,2010,Kharif,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Guar seed,2010,Kharif,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Jowar,2010,Kharif,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Maize,2010,Kharif,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Moong(Green Gram),2010,Kharif,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Rice,2010,Kharif,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Sannhamp,2010,Kharif,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Sesamum,2010,Kharif,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Small millets,2010,Kharif,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Sugarcane,2010,Kharif,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Urad,2010,Kharif,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Barley,2010,Rabi,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Gram,2010,Rabi,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Linseed,2010,Rabi,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Masoor,2010,Rabi,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Onion,2010,Rabi,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Peas & beans (Pulses),2010,Rabi,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Potato,2010,Rabi,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Rapeseed &Mustard,2010,Rabi,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Turmeric,2010,Rabi,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Wheat,2010,Rabi,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Maize,2010,Summer,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Moong(Green Gram),2010,Summer,uttar pradesh,sonbhadra
Uttar Pradesh,SONBHADRA,Sunflower,2010,Summer,uttar pradesh,sonbhadra
Uttar Pradesh,SULTANPUR,Arhar/Tur,2010,Kharif,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Bajra,2010,Kharif,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Dry chillies,2010,Kharif,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Groundnut,2010,Kharif,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Guar seed,2010,Kharif,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Jowar,2010,Kharif,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Maize,2010,Kharif,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Moong(Green Gram),2010,Kharif,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Rice,2010,Kharif,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Sannhamp,2010,Kharif,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Sesamum,2010,Kharif,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Small millets,2010,Kharif,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Sugarcane,2010,Kharif,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Sweet potato,2010,Kharif,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Urad,2010,Kharif,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Barley,2010,Rabi,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Gram,2010,Rabi,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Linseed,2010,Rabi,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Maize,2010,Rabi,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Masoor,2010,Rabi,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Onion,2010,Rabi,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Peas & beans (Pulses),2010,Rabi,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Potato,2010,Rabi,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Rapeseed &Mustard,2010,Rabi,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Wheat,2010,Rabi,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Maize,2010,Summer,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Moong(Green Gram),2010,Summer,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Sunflower,2010,Summer,uttar pradesh,sultanpur
Uttar Pradesh,SULTANPUR,Urad,2010,Summer,uttar pradesh,sultanpur
Uttar Pradesh,UNNAO,Arhar/Tur,2010,Kharif,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Bajra,2010,Kharif,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Dry chillies,2010,Kharif,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Groundnut,2010,Kharif,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Guar seed,2010,Kharif,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Jowar,2010,Kharif,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Maize,2010,Kharif,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Moong(Green Gram),2010,Kharif,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Rice,2010,Kharif,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Sannhamp,2010,Kharif,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Sesamum,2010,Kharif,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Small millets,2010,Kharif,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Sugarcane,2010,Kharif,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Sweet potato,2010,Kharif,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Urad,2010,Kharif,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Barley,2010,Rabi,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Gram,2010,Rabi,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Linseed,2010,Rabi,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Maize,2010,Rabi,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Masoor,2010,Rabi,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Onion,2010,Rabi,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Peas & beans (Pulses),2010,Rabi,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Potato,2010,Rabi,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Rapeseed &Mustard,2010,Rabi,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Turmeric,2010,Rabi,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Wheat,2010,Rabi,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Maize,2010,Summer,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Moong(Green Gram),2010,Summer,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Rice,2010,Summer,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Sunflower,2010,Summer,uttar pradesh,unnao
Uttar Pradesh,UNNAO,Urad,2010,Summer,uttar pradesh,unnao
Uttar Pradesh,VARANASI,Arhar/Tur,2010,Kharif,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Bajra,2010,Kharif,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Dry chillies,2010,Kharif,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Groundnut,2010,Kharif,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Guar seed,2010,Kharif,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Jowar,2010,Kharif,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Maize,2010,Kharif,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Moong(Green Gram),2010,Kharif,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Rice,2010,Kharif,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Sannhamp,2010,Kharif,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Sesamum,2010,Kharif,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Sugarcane,2010,Kharif,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Sweet potato,2010,Kharif,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Urad,2010,Kharif,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Barley,2010,Rabi,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Gram,2010,Rabi,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Linseed,2010,Rabi,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Masoor,2010,Rabi,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Onion,2010,Rabi,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Peas & beans (Pulses),2010,Rabi,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Potato,2010,Rabi,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Rapeseed &Mustard,2010,Rabi,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Wheat,2010,Rabi,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Maize,2010,Summer,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Moong(Green Gram),2010,Summer,uttar pradesh,varanasi
Uttar Pradesh,VARANASI,Urad,2010,Summer,uttar pradesh,varanasi
Uttarakhand,ALMORA,Arhar/Tur,2010,Kharif,uttarakhand,almora
Uttarakhand,ALMORA,Horse-gram,2010,Kharif,uttarakhand,almora
Uttarakhand,ALMORA,Maize,2010,Kharif,uttarakhand,almora
Uttarakhand,ALMORA,Other Cereals & Millets,2010,Kharif,uttarakhand,almora
Uttarakhand,ALMORA,Other Kharif pulses,2010,Kharif,uttarakhand,almora
Uttarakhand,ALMORA,other oilseeds,2010,Kharif,uttarakhand,almora
Uttarakhand,ALMORA,Potato,2010,Kharif,uttarakhand,almora
Uttarakhand,ALMORA,Ragi,2010,Kharif,uttarakhand,almora
Uttarakhand,ALMORA,Rice,2010,Kharif,uttarakhand,almora
Uttarakhand,ALMORA,Sesamum,2010,Kharif,uttarakhand,almora
Uttarakhand,ALMORA,Soyabean,2010,Kharif,uttarakhand,almora
Uttarakhand,ALMORA,Urad,2010,Kharif,uttarakhand,almora
Uttarakhand,ALMORA,Barley,2010,Rabi,uttarakhand,almora
Uttarakhand,ALMORA,Gram,2010,Rabi,uttarakhand,almora
Uttarakhand,ALMORA,Masoor,2010,Rabi,uttarakhand,almora
Uttarakhand,ALMORA,Other Cereals & Millets,2010,Rabi,uttarakhand,almora
Uttarakhand,ALMORA,Peas & beans (Pulses),2010,Rabi,uttarakhand,almora
Uttarakhand,ALMORA,Potato,2010,Rabi,uttarakhand,almora
Uttarakhand,ALMORA,Rapeseed &Mustard,2010,Rabi,uttarakhand,almora
Uttarakhand,ALMORA,Wheat,2010,Rabi,uttarakhand,almora
Uttarakhand,ALMORA,Dry ginger,2010,Whole Year,uttarakhand,almora
Uttarakhand,ALMORA,Garlic,2010,Whole Year,uttarakhand,almora
Uttarakhand,ALMORA,Onion,2010,Whole Year,uttarakhand,almora
Uttarakhand,BAGESHWAR,Horse-gram,2010,Kharif,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,Maize,2010,Kharif,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,Other Cereals & Millets,2010,Kharif,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,Other Kharif pulses,2010,Kharif,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,Potato,2010,Kharif,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,Ragi,2010,Kharif,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,Rice,2010,Kharif,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,Sesamum,2010,Kharif,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,Soyabean,2010,Kharif,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,Urad,2010,Kharif,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,Barley,2010,Rabi,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,Gram,2010,Rabi,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,Masoor,2010,Rabi,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,other oilseeds,2010,Rabi,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,Peas & beans (Pulses),2010,Rabi,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,Potato,2010,Rabi,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,Rapeseed &Mustard,2010,Rabi,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,Wheat,2010,Rabi,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,Dry ginger,2010,Whole Year,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,Garlic,2010,Whole Year,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,Onion,2010,Whole Year,uttarakhand,bageshwar
Uttarakhand,BAGESHWAR,Turmeric,2010,Whole Year,uttarakhand,bageshwar
Uttarakhand,CHAMOLI,Arhar/Tur,2010,Kharif,uttarakhand,chamoli
Uttarakhand,CHAMOLI,Horse-gram,2010,Kharif,uttarakhand,chamoli
Uttarakhand,CHAMOLI,Maize,2010,Kharif,uttarakhand,chamoli
Uttarakhand,CHAMOLI,Other Cereals & Millets,2010,Kharif,uttarakhand,chamoli
Uttarakhand,CHAMOLI,Other Kharif pulses,2010,Kharif,uttarakhand,chamoli
Uttarakhand,CHAMOLI,other oilseeds,2010,Kharif,uttarakhand,chamoli
Uttarakhand,CHAMOLI,Potato,2010,Kharif,uttarakhand,chamoli
Uttarakhand,CHAMOLI,Ragi,2010,Kharif,uttarakhand,chamoli
Uttarakhand,CHAMOLI,Rice,2010,Kharif,uttarakhand,chamoli
Uttarakhand,CHAMOLI,Sesamum,2010,Kharif,uttarakhand,chamoli
Uttarakhand,CHAMOLI,Soyabean,2010,Kharif,uttarakhand,chamoli
Uttarakhand,CHAMOLI,Urad,2010,Kharif,uttarakhand,chamoli
Uttarakhand,CHAMOLI,Barley,2010,Rabi,uttarakhand,chamoli
Uttarakhand,CHAMOLI,Masoor,2010,Rabi,uttarakhand,chamoli
Uttarakhand,CHAMOLI,Other Cereals & Millets,2010,Rabi,uttarakhand,chamoli
Uttarakhand,CHAMOLI,Peas & beans (Pulses),2010,Rabi,uttarakhand,chamoli
Uttarakhand,CHAMOLI,Potato,2010,Rabi,uttarakhand,chamoli
Uttarakhand,CHAMOLI,Rapeseed &Mustard,2010,Rabi,uttarakhand,chamoli
Uttarakhand,CHAMOLI,Wheat,2010,Rabi,uttarakhand,chamoli
Uttarakhand,CHAMOLI,Dry ginger,2010,Whole Year,uttarakhand,chamoli
Uttarakhand,CHAMOLI,Garlic,2010,Whole Year,uttarakhand,chamoli
Uttarakhand,CHAMOLI,Onion,2010,Whole Year,uttarakhand,chamoli
Uttarakhand,CHAMPAWAT,Arhar/Tur,2010,Kharif,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Groundnut,2010,Kharif,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Horse-gram,2010,Kharif,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Maize,2010,Kharif,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Other Cereals & Millets,2010,Kharif,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Other Kharif pulses,2010,Kharif,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,other oilseeds,2010,Kharif,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Ragi,2010,Kharif,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Rice,2010,Kharif,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Sesamum,2010,Kharif,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Urad,2010,Kharif,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Barley,2010,Rabi,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Gram,2010,Rabi,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Maize,2010,Rabi,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Masoor,2010,Rabi,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Other  Rabi pulses,2010,Rabi,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Other Cereals & Millets,2010,Rabi,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,other oilseeds,2010,Rabi,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Peas & beans (Pulses),2010,Rabi,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Potato,2010,Rabi,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Rapeseed &Mustard,2010,Rabi,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Urad,2010,Rabi,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Wheat,2010,Rabi,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Dry ginger,2010,Whole Year,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Garlic,2010,Whole Year,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Onion,2010,Whole Year,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Sugarcane,2010,Whole Year,uttarakhand,champawat
Uttarakhand,CHAMPAWAT,Turmeric,2010,Whole Year,uttarakhand,champawat
Uttarakhand,DEHRADUN,Arhar/Tur,2010,Kharif,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Groundnut,2010,Kharif,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Horse-gram,2010,Kharif,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Maize,2010,Kharif,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Moth,2010,Kharif,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Other Cereals & Millets,2010,Kharif,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Other Kharif pulses,2010,Kharif,uttarakhand,dehradun
Uttarakhand,DEHRADUN,other oilseeds,2010,Kharif,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Ragi,2010,Kharif,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Rice,2010,Kharif,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Sesamum,2010,Kharif,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Soyabean,2010,Kharif,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Urad,2010,Kharif,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Barley,2010,Rabi,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Gram,2010,Rabi,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Masoor,2010,Rabi,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Other  Rabi pulses,2010,Rabi,uttarakhand,dehradun
Uttarakhand,DEHRADUN,other oilseeds,2010,Rabi,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Peas & beans (Pulses),2010,Rabi,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Potato,2010,Rabi,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Rapeseed &Mustard,2010,Rabi,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Wheat,2010,Rabi,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Dry ginger,2010,Whole Year,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Garlic,2010,Whole Year,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Onion,2010,Whole Year,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Sugarcane,2010,Whole Year,uttarakhand,dehradun
Uttarakhand,DEHRADUN,Turmeric,2010,Whole Year,uttarakhand,dehradun
Uttarakhand,HARIDWAR,Groundnut,2010,Kharif,uttarakhand,haridwar
Uttarakhand,HARIDWAR,Maize,2010,Kharif,uttarakhand,haridwar
Uttarakhand,HARIDWAR,Rice,2010,Kharif,uttarakhand,haridwar
Uttarakhand,HARIDWAR,Sesamum,2010,Kharif,uttarakhand,haridwar
Uttarakhand,HARIDWAR,Urad,2010,Kharif,uttarakhand,haridwar
Uttarakhand,HARIDWAR,Barley,2010,Rabi,uttarakhand,haridwar
Uttarakhand,HARIDWAR,Gram,2010,Rabi,uttarakhand,haridwar
Uttarakhand,HARIDWAR,Maize,2010,Rabi,uttarakhand,haridwar
Uttarakhand,HARIDWAR,Masoor,2010,Rabi,uttarakhand,haridwar
Uttarakhand,HARIDWAR,Moong(Green Gram),2010,Rabi,uttarakhand,haridwar
Uttarakhand,HARIDWAR,Other  Rabi pulses,2010,Rabi,uttarakhand,haridwar
Uttarakhand,HARIDWAR,other oilseeds,2010,Rabi,uttarakhand,haridwar
Uttarakhand,HARIDWAR,Peas & beans (Pulses),2010,Rabi,uttarakhand,haridwar
Uttarakhand,HARIDWAR,Potato,2010,Rabi,uttarakhand,haridwar
Uttarakhand,HARIDWAR,Rapeseed &Mustard,2010,Rabi,uttarakhand,haridwar
Uttarakhand,HARIDWAR,Rice,2010,Rabi,uttarakhand,haridwar
Uttarakhand,HARIDWAR,Urad,2010,Rabi,uttarakhand,haridwar
Uttarakhand,HARIDWAR,Wheat,2010,Rabi,uttarakhand,haridwar
Uttarakhand,HARIDWAR,Sugarcane,2010,Whole Year,uttarakhand,haridwar
Uttarakhand,HARIDWAR,Tobacco,2010,Whole Year,uttarakhand,haridwar
Uttarakhand,HARIDWAR,Turmeric,2010,Whole Year,uttarakhand,haridwar
Uttarakhand,NAINITAL,Arhar/Tur,2010,Kharif,uttarakhand,nainital
Uttarakhand,NAINITAL,Groundnut,2010,Kharif,uttarakhand,nainital
Uttarakhand,NAINITAL,Horse-gram,2010,Kharif,uttarakhand,nainital
Uttarakhand,NAINITAL,Maize,2010,Kharif,uttarakhand,nainital
Uttarakhand,NAINITAL,Moong(Green Gram),2010,Kharif,uttarakhand,nainital
Uttarakhand,NAINITAL,Moth,2010,Kharif,uttarakhand,nainital
Uttarakhand,NAINITAL,Other Cereals & Millets,2010,Kharif,uttarakhand,nainital
Uttarakhand,NAINITAL,Other Kharif pulses,2010,Kharif,uttarakhand,nainital
Uttarakhand,NAINITAL,Potato,2010,Kharif,uttarakhand,nainital
Uttarakhand,NAINITAL,Ragi,2010,Kharif,uttarakhand,nainital
Uttarakhand,NAINITAL,Rice,2010,Kharif,uttarakhand,nainital
Uttarakhand,NAINITAL,Sesamum,2010,Kharif,uttarakhand,nainital
Uttarakhand,NAINITAL,Soyabean,2010,Kharif,uttarakhand,nainital
Uttarakhand,NAINITAL,Urad,2010,Kharif,uttarakhand,nainital
Uttarakhand,NAINITAL,Barley,2010,Rabi,uttarakhand,nainital
Uttarakhand,NAINITAL,Gram,2010,Rabi,uttarakhand,nainital
Uttarakhand,NAINITAL,Masoor,2010,Rabi,uttarakhand,nainital
Uttarakhand,NAINITAL,Other  Rabi pulses,2010,Rabi,uttarakhand,nainital
Uttarakhand,NAINITAL,Other Cereals & Millets,2010,Rabi,uttarakhand,nainital
Uttarakhand,NAINITAL,other oilseeds,2010,Rabi,uttarakhand,nainital
Uttarakhand,NAINITAL,Peas & beans (Pulses),2010,Rabi,uttarakhand,nainital
Uttarakhand,NAINITAL,Potato,2010,Rabi,uttarakhand,nainital
Uttarakhand,NAINITAL,Rapeseed &Mustard,2010,Rabi,uttarakhand,nainital
Uttarakhand,NAINITAL,Rice,2010,Rabi,uttarakhand,nainital
Uttarakhand,NAINITAL,Wheat,2010,Rabi,uttarakhand,nainital
Uttarakhand,NAINITAL,Dry ginger,2010,Whole Year,uttarakhand,nainital
Uttarakhand,NAINITAL,Garlic,2010,Whole Year,uttarakhand,nainital
Uttarakhand,NAINITAL,Onion,2010,Whole Year,uttarakhand,nainital
Uttarakhand,NAINITAL,Sugarcane,2010,Whole Year,uttarakhand,nainital
Uttarakhand,NAINITAL,Turmeric,2010,Whole Year,uttarakhand,nainital
Uttarakhand,PAURI GARHWAL,Arhar/Tur,2010,Kharif,uttarakhand,pauri garhwal
Uttarakhand,PAURI GARHWAL,Horse-gram,2010,Kharif,uttarakhand,pauri garhwal
Uttarakhand,PAURI GARHWAL,Maize,2010,Kharif,uttarakhand,pauri garhwal
Uttarakhand,PAURI GARHWAL,Other Cereals & Millets,2010,Kharif,uttarakhand,pauri garhwal
